"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"247","Nyampe:) numpang bobo yaaaaa<ed><U+00A0><U+00BD><ed><U+00B2><U+009C> (with Rima at KINANTI street) — https://t.co/DA117VnJoa",FALSE,0,NA,2016-11-30 21:20:27,FALSE,NA,"804072626624679936",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","tiarumdv",0,FALSE,FALSE,107.62898,-6.9343
"250","brengsky (at @teluniversity) — https://t.co/eTLD2Wpp12",FALSE,0,NA,2016-11-30 21:19:08,FALSE,NA,"804072294540722177",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","hanraf11",0,FALSE,FALSE,107.63392,-6.96998
"253","#pathdaily (at J.O castle) [pic] — https://t.co/K4yG9O3cqJ",FALSE,0,NA,2016-11-30 21:16:17,FALSE,NA,"804071576446480384",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","joe_sef_irawan",0,FALSE,FALSE,107.55722,-6.95223
"255","Senengnyaaa,mdh""an titik cerah ke dpn ny,bkn titik… <U+266B> Don't Let Me Down by The Chainsmokers (at J.O castle) — https://t.co/5YkOINCCnU",FALSE,1,NA,2016-11-30 21:12:04,FALSE,NA,"804070517598654464",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","joe_sef_irawan",0,FALSE,FALSE,107.55722,-6.95223
"259","Belanja cerita nya yeee cong<ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084> (with desy, safiryunika , and Tian at Pasar Andir) [pic] — https://t.co/oSPLINNAv5",FALSE,0,NA,2016-11-30 21:07:57,FALSE,NA,"804069480657620992",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","Reegitaaa",0,FALSE,FALSE,107.58862,-6.91959
"260","Emergency heart ada ga? Lgi baper nih heyyy <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084> <U+266B> Emergency by Icona Pop (at J.O castle) — https://t.co/N26XIRdPmL",FALSE,0,NA,2016-11-30 21:07:40,FALSE,NA,"804069409241210880",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","joe_sef_irawan",0,FALSE,FALSE,107.55712,-6.95222
"261","Udah sni lagi ajibon (at X-Trans De Batara) — https://t.co/zSylaAqZP2",FALSE,0,NA,2016-11-30 21:07:21,FALSE,NA,"804069330203725825",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","yophidputra",0,FALSE,FALSE,107.6041,-6.89815
"263","Classic but classy <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008E> <U+266B> Who's That Girl? by Eve (at J.O castle) — https://t.co/LXO7l6GJzI",FALSE,0,NA,2016-11-30 20:59:01,FALSE,NA,"804067233311752192",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","joe_sef_irawan",0,FALSE,FALSE,107.55722,-6.95223
"264","Bismillah: Menuju Jakarta Raya

<U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BD><ed><U+00BA><U+0099><ed><U+00A0><U+00BD><ed><U+00BA><U+0094> (with Anye at @jasamarga) [pic] — https://t.co/w5XhmYC0I8",FALSE,0,NA,2016-11-30 20:55:18,FALSE,NA,"804066294605565952",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","budiutomo79",0,FALSE,FALSE,107.49932,-6.85256
"265","Sahur (at Nasi Kuning Segitiga) — https://t.co/41l22GuP1Y",FALSE,0,NA,2016-11-30 20:49:40,FALSE,NA,"804064878394646528",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","ArifkurniaHer",0,FALSE,FALSE,107.5385,-6.88248
"268","Long story for better life.... (with Iqbal at 27 Coffee And Pastry) — https://t.co/J9wrioCmGN",FALSE,0,NA,2016-11-30 20:27:50,FALSE,NA,"804059383634104320",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","AristyaSandy",0,FALSE,FALSE,107.63134,-6.9116
